title,make,model,year,condition,transmission,price
Toyota Tacoma 4dr Double Cab 2016 Black,Toyota,Tacoma 4dr,2016,local used,automatic,"₦ 21,000,000"
Toyota Tacoma SR5 Double Cab 6' Bed AT 2024 Black,Toyota,Tacoma SR5,2024,foreign used,automatic,"₦ 85,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,Toyota,Camry XLE,2016,foreign used,automatic,"₦ 16,800,000"
Toyota Venza V6 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 22,000,000"
Toyota Venza AWD 2010 Brown,Toyota,Venza AWD,2010,foreign used,automatic,"₦ 18,700,000"
Mercedes-Benz C300 2012 White,Mercedes-Benz,C300,2012,foreign used,automatic,"₦ 14,500,000"
Toyota Corolla LE (1.8L 4cyl 2A) 2018 Black,Toyota,Corolla LE,2018,foreign used,automatic,"₦ 17,900,000"
Lexus RX 350 F Sport AWD 2016 Black,Lexus,RX 350,2016,local used,automatic,"₦ 35,000,000"
Toyota Venza XLE 4dr Wagon (3.5L 6cyl 6A) 2015 White,Toyota,Venza XLE,2015,foreign used,automatic,"₦ 25,600,000"
Toyota Corolla 2017 Black,Toyota,Corolla,2017,foreign used,automatic,"₦ 16,500,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 9,300,000"
Lexus RX 350 AWD 2019 Black,Lexus,RX 350,2019,foreign used,automatic,"₦ 54,000,000"
Lexus GX 460 2012 Black,Lexus,GX 460,2012,local used,automatic,"₦ 31,000,000"
Lexus IS 250 4WD 2014 Blue,Lexus,IS 250,2014,foreign used,automatic,"₦ 22,100,000"
Toyota Venza Limited AWD V6 2013 Black,Toyota,Venza Limited,2013,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 28,000,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Toyota,Avalon XLE,2015,foreign used,automatic,"₦ 21,900,000"
Lexus LX 570 AWD 2017 White,Lexus,LX 570,2017,foreign used,automatic,"₦ 90,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Silver,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 22,500,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander XLE,2016,local used,automatic,"₦ 23,000,000"
Mercedes-Benz C300 2015 Gray,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 25,000,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 12,700,000"
Honda Accord 2009 Gray,Honda,Accord,2009,foreign used,automatic,"₦ 10,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,000,000"
Honda Accord 2014 Black,Honda,Accord,2014,foreign used,automatic,"₦ 16,400,000"
Mercedes-Benz E400 2016 Gray,Mercedes-Benz,E400,2016,foreign used,automatic,"₦ 39,000,000"
Toyota Venza V6 AWD 2010 Silver,Toyota,Venza V6,2010,foreign used,automatic,"₦ 19,500,000"
Toyota Camry SE 2021 Silver,Toyota,Camry SE,2021,local used,automatic,"₦ 28,300,000"
Mercedes-Benz M Class 2015 Silver,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Silver,Toyota,Corolla LE,2015,local used,automatic,"₦ 11,200,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 White,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 37,000,000"
Honda Accord 2019 Black,Honda,Accord,2019,foreign used,automatic,"₦ 24,000,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2001 Blue,Toyota,Camry LE,2001,local used,automatic,"₦ 2,200,000"
Toyota RAV4 Limited AWD 2020 Red,Toyota,RAV4 Limited,2020,foreign used,automatic,"₦ 48,000,000"
Lexus RX 350 FWD 2013 Silver,Lexus,RX 350,2013,foreign used,automatic,"₦ 23,700,000"
Kia Rio S 2021 Gray,Kia,Rio S,2021,local used,,"₦ 20,000,000"
Toyota Sienna XLE Limited AWD 2006 Gold,Toyota,Sienna XLE,2006,local used,automatic,"₦ 7,150,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2017 Blue,Toyota,Camry XLE,2017,foreign used,automatic,"₦ 21,000,000"
Honda Accord EX-L 4dr Sedan (2.4L 4cyl CVT) 2015 Black,Honda,Accord EX-L,2015,foreign used,automatic,"₦ 16,800,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 29,500,000"
Honda Accord Sport SE 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Black,Honda,Accord Sport,2017,foreign used,automatic,"₦ 17,999,999"
Hyundai Elantra SE 2018 Silver,Hyundai,Elantra SE,2018,foreign used,automatic,"₦ 15,500,000"
Toyota RAV4 2.0 VVT-i 2008 Gray,Toyota,RAV4 2,2008,foreign used,automatic,"₦ 10,950,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2014 Black,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 22,000,000"
Lexus IS 250 2008 Red,Lexus,IS 250,2008,local used,automatic,"₦ 9,000,100"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord EX-L,2016,foreign used,automatic,"₦ 17,300,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 29,900,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord EX-L,2016,foreign used,automatic,"₦ 19,000,000"
Toyota Camry SE 2021 Black,Toyota,Camry SE,2021,foreign used,automatic,"₦ 34,000,000"
Kia Optima LX 4dr Sedan (2.4L 4cyl 6A) 2014 Red,Kia,Optima LX,2014,local used,automatic,"₦ 8,100,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry LE,2011,foreign used,automatic,"₦ 11,000,000"
Ford Edge SEL 4dr AWD (3.5L 6cyl 6A) 2009 Black,Ford,Edge SEL,2009,local used,automatic,"₦ 4,200,000"
Volkswagen Tiguan S 2023 White,Volkswagen,Tiguan S,2023,foreign used,automatic,"₦ 37,000,000"
Honda Accord EX-L 4dr Sedan w/Navigation (2.4L 4cyl CVT) 2014 Black,Honda,Accord EX-L,2014,foreign used,automatic,"₦ 15,800,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Gray,Toyota,Camry SE,2012,local used,automatic,"₦ 9,800,000"
Honda Accord Sedan LX 2007 Silver,Honda,Accord Sedan,2007,local used,automatic,"₦ 3,800,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry SE,2017,foreign used,automatic,"₦ 17,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Silver,Toyota,Camry SE,2016,foreign used,automatic,"₦ 15,950,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Gray,Toyota,Camry SE,2017,foreign used,automatic,"₦ 17,900,000"
Toyota Corolla SE 4dr Sedan (1.8L 4cyl CVT) 2017 Gray,Toyota,Corolla SE,2017,foreign used,automatic,"₦ 17,900,000"
Lexus ES 350 FWD 2014 Red,Lexus,ES 350,2014,foreign used,automatic,"₦ 19,900,000"
Mercedes-Benz C63 2013 Black,Mercedes-Benz,C63,2013,local used,automatic,"₦ 27,000,000"
Mercedes-Benz E350 Base 2dr Coupe RWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,E350 Base,2014,local used,automatic,"₦ 15,800,000"
Toyota 4-Runner Limited 4WD 2010 Silver,Toyota,4-Runner Limited,2010,local used,automatic,"₦ 21,000,000"
Toyota Avalon XLE Premium 4dr Sedan (3.5L 6cyl 6A) 2015 Gray,Toyota,Avalon XLE,2015,foreign used,automatic,"₦ 19,890,000"
Toyota Corolla 2008 Black,Toyota,Corolla,2008,local used,automatic,"₦ 5,950,000"
Mercedes-Benz C43 4Matic Sedan AWD (3.0L V6 9AM) 2017 Black,Mercedes-Benz,C43 4Matic,2017,foreign used,automatic,"₦ 34,000,000"
Toyota Corolla 2004 Green,Toyota,Corolla,2004,local used,automatic,"₦ 4,700,000"
Ford Ranger 2019 Black,Ford,Ranger,2019,foreign used,automatic,"₦ 75,000,000"
Lexus RX 350 AWD 2012 Silver,Lexus,RX 350,2012,local used,automatic,"₦ 17,500,000"
Lexus GS 350 2008 Red,Lexus,GS 350,2008,local used,automatic,"₦ 5,900,000"
Lexus RX 350 2011 White,Lexus,RX 350,2011,local used,automatic,"₦ 15,000,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Silver,Toyota,Highlander XLE,2015,local used,automatic,"₦ 22,000,000"
Kia Morning 2010 Black,Kia,Morning,2010,foreign used,automatic,"₦ 7,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Silver,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 13,500,000"
Toyota Land Cruiser 2013 Blue,Toyota,Land Cruiser,2013,foreign used,automatic,"₦ 49,500,000"
Toyota Corolla S Plus 4dr Sedan (1.8L 4cyl 6M) 2015 Red,Toyota,Corolla S,2015,foreign used,automatic,"₦ 15,500,000"
Honda Accord EX CVT 2024 Silver,Honda,Accord EX,2024,local used,automatic,"₦ 3,500,000"
Honda Accord Sport (1.5L 4cyl Turbo 6M) 2019 Black,Honda,Accord Sport,2019,foreign used,automatic,"₦ 21,000,000"
Hyundai Sonata 2020 Black,Hyundai,Sonata,2020,foreign used,automatic,"₦ 27,500,000"
Toyota Venza V6 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 19,500,000"
Toyota Yaris 2007 Blue,Toyota,Yaris,2007,foreign used,automatic,"₦ 7,480,000"
Mercedes-Benz E350 2014 White,Mercedes-Benz,E350,2014,local used,automatic,"₦ 14,399,999"
Toyota Tacoma 2008 Black,Toyota,Tacoma,2008,local used,automatic,"₦ 13,650,000"
Toyota Camry 2003 Gray,Toyota,Camry,2003,local used,automatic,"₦ 3,950,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2011 Silver,Toyota,Camry SE,2011,local used,automatic,"₦ 6,999,999"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry SE,2014,foreign used,automatic,"₦ 14,800,000"
Toyota Hilux 2.5 D-4D SRX 2012 Black,Toyota,Hilux 2,2012,foreign used,manual,"₦ 38,000,000"
Toyota Corolla LE 2020 Silver,Toyota,Corolla LE,2020,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla LE 2007 Black,Toyota,Corolla LE,2007,local used,automatic,"₦ 6,300,000"
Nissan Versa 1.6 SV 2017 Blue,Nissan,Versa 1,2017,foreign used,automatic,"₦ 12,500,000"
Toyota Corolla 1.8 CE 2008 Gray,Toyota,Corolla 1,2008,foreign used,automatic,"₦ 10,700,000"
Honda Accord EX-L V-6 4dr Sedan w/Navigation (3.5L 6cyl 6A) 2014 Black,Honda,Accord EX-L,2014,local used,automatic,"₦ 9,800,000"
Toyota Avalon Touring 2006 Gold,Toyota,Avalon Touring,2006,local used,automatic,"₦ 4,800,000"
Hyundai Sonata 2014 Silver,Hyundai,Sonata,2014,local used,automatic,"₦ 7,500,000"
Hyundai Accent SE Hatchback 2016 Black,Hyundai,Accent SE,2016,foreign used,automatic,"₦ 10,850,000"
Chevrolet Spark 2011 White,Chevrolet,Spark,2011,foreign used,automatic,"₦ 8,600,000"
Lexus RX 350 2008 Silver,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,800,000"
Lexus ES 350 2012 Black,Lexus,ES 350,2012,local used,automatic,"₦ 12,800,000"
Kia Morning 2012 Silver,Kia,Morning,2012,foreign used,automatic,"₦ 9,200,000"
Mercedes-Benz GLE-Class GLE 350 2016 Gray,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 36,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,Toyota,Camry SE,2016,local used,automatic,"₦ 12,000,000"
JMC Boarding 2016 White,JMC,Boarding,2016,foreign used,manual,"₦ 17,000,000"
Toyota Corolla 2019 Blue,Toyota,Corolla,2019,local used,automatic,"₦ 15,850,000"
Lexus GX 470 2007 Black,Lexus,GX 470,2007,local used,automatic,"₦ 12,450,000"
Lexus IS 250 2008 Silver,Lexus,IS 250,2008,local used,automatic,"₦ 8,000,000"
Honda Accord 2016 Gray,Honda,Accord,2016,foreign used,automatic,"₦ 21,000,000"
New Hyundai Accent SEL 2022 Gray,New,Hyundai Accent,2022,brand new,automatic,"₦ 37,800,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Red,Toyota,Camry SE,2013,foreign used,automatic,"₦ 14,999,999"
Honda Accord Sport 2.0T 2018 Black,Honda,Accord Sport,2018,local used,automatic,"₦ 17,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 16,200,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,local used,automatic,"₦ 13,500,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,foreign used,automatic,"₦ 58,000,000"
Audi Q5 3.2 Premium Plus Quattro 2011 Red,Audi,Q5 3,2011,foreign used,automatic,"₦ 12,900,000"
Toyota Avalon XLE FWDSedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon XLE,2016,foreign used,automatic,"₦ 22,500,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 23,100,000"
Toyota Venza V6 AWD 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 19,800,000"
Toyota RAV4 XLE 4dr SUV AWD (2.5L 4cyl 6A) 2018 Gray,Toyota,RAV4 XLE,2018,foreign used,automatic,"₦ 29,600,000"
Toyota Highlander Limited 2011 White,Toyota,Highlander Limited,2011,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz GLK-Class 350 2010 Gray,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 18,700,000"
Lexus GS 350 4WD 2016 Black,Lexus,GS 350,2016,foreign used,automatic,"₦ 25,200,000"
Toyota Highlander Sport 2008 Silver,Toyota,Highlander Sport,2008,local used,automatic,"₦ 10,800,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Luxury,2016,foreign used,automatic,"₦ 25,500,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,foreign used,automatic,"₦ 23,400,000"
Mercedes-Benz GLA-Class 2023 Black,Mercedes-Benz,GLA-Class,2023,foreign used,automatic,"₦ 105,000,000"
Peugeot 307 2003 Silver,Peugeot,307,2003,local used,manual,"₦ 3,700,000"
Mazda CX-9 2009 Blue,Mazda,CX-9,2009,local used,automatic,"₦ 6,950,000"
Ford Focus 2008 Silver,Ford,Focus,2008,local used,automatic,"₦ 2,580,000"
Mercedes-Benz E300 2017 Silver,Mercedes-Benz,E300,2017,foreign used,automatic,"₦ 33,000,000"
Mercedes-Benz C300 Sport Sedan RWD (3.0L 6cyl 6M) 2011 Red,Mercedes-Benz,C300 Sport,2011,local used,automatic,"₦ 8,800,000"
Toyota RAV4 LE AWD 2024 White,Toyota,RAV4 LE,2024,foreign used,automatic,"₦ 55,000,000"
Hyundai Tucson Limited AWD 2010 Silver,Hyundai,Tucson Limited,2010,local used,automatic,"₦ 10,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry LE,2013,foreign used,automatic,"₦ 14,500,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Red,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 32,500,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Gold,Toyota,Camry XLE,2009,foreign used,automatic,"₦ 11,500,000"
Hyundai Sonata 2.7 V6 GLS H-Matic 2008 Gold,Hyundai,Sonata 2,2008,local used,automatic,"₦ 4,200,000"
Audi A4 2.0T Premium Quattro 2011 Silver,Audi,A4 2,2011,foreign used,automatic,"₦ 13,500,000"
Toyota Sienna Limited 7 Passenger (3.5L 6cyl 6A) 2016 Blue,Toyota,Sienna Limited,2016,foreign used,automatic,"₦ 24,700,000"
Honda Accord Sedan LX 2007 Blue,Honda,Accord Sedan,2007,local used,automatic,"₦ 3,900,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry SE,2014,foreign used,automatic,"₦ 15,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Red,Toyota,Camry SE,2012,foreign used,automatic,"₦ 13,000,000"
Ford Edge SEL Plus 4dr FWD (3.5L 6cyl 6A) 2007 Beige,Ford,Edge SEL,2007,local used,automatic,"₦ 4,800,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Silver,Toyota,Camry LE,2007,local used,automatic,"₦ 5,700,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 11,550,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Highlander 2007 Silver,Toyota,Highlander,2007,local used,automatic,"₦ 4,950,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 4A) 2004 Burgundy,Toyota,Camry SE,2004,local used,automatic,"₦ 3,850,000"
Lexus ES 350 FWD 2013 Gold,Lexus,ES 350,2013,local used,automatic,"₦ 15,000,000"
Volvo XC90 T6 First Edition AWD (2.0L 4cyl 8A) 2016 White,Volvo,XC90 T6,2016,foreign used,automatic,"₦ 39,000,000"
Lexus ES 350 2010 Gray,Lexus,ES 350,2010,local used,automatic,"₦ 9,500,000"
Mercedes-Benz SLK-Class 2005 Silver,Mercedes-Benz,SLK-Class,2005,local used,automatic,"₦ 7,480,000"
Ford Explorer Limited 4dr 4x4 (2.3L 4cyl 6A) 2017 Gold,Ford,Explorer Limited,2017,local used,automatic,"₦ 18,500,000"
Mercedes-Benz S-Class S 550 4MATIC 2018 Black,Mercedes-Benz,S-Class S,2018,foreign used,automatic,"₦ 56,000,000"
New Lexus LX 600 2025 Black,New,Lexus LX,2025,brand new,automatic,"₦ 367,000,000"
Ford Escape SEL FWD 2020 Red,Ford,Escape SEL,2020,foreign used,automatic,"₦ 27,000,000"
Honda Accord EX-L 4dr Sedan (2.4L 4cyl CVT) 2015 Silver,Honda,Accord EX-L,2015,foreign used,automatic,"₦ 15,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Red,Toyota,Corolla LE,2012,foreign used,automatic,"₦ 12,999,999"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Red,Toyota,Camry SE,2019,foreign used,automatic,"₦ 31,800,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 White,Toyota,Camry LE,2008,foreign used,automatic,"₦ 7,500,000"
Toyota Avensis 2005 Gray,Toyota,Avensis,2005,local used,automatic,"₦ 2,900,000"
Toyota Land Cruiser Prado 4.0 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 15,000,000"
Lexus RX 330 AWD 2006 Green,Lexus,RX 330,2006,local used,automatic,"₦ 7,700,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 8,700,000"
Lexus ES 330 2005 Gray,Lexus,ES 330,2005,local used,automatic,"₦ 6,500,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,local used,automatic,"₦ 7,400,000"
Land Rover Range Rover Evoque HSE Dynamic 4x4 (2.0 4cyl 9A) 2016,Land,Rover Range,2016,foreign used,automatic,"₦ 16,500,000"
Honda Pilot EX-L 4x4 (3.5L 6cyl 5A) 2007 Black,Honda,Pilot EX-L,2007,local used,automatic,"₦ 3,999,999"
Land Rover Lr3 HSE 2007 Black,Land,Rover Lr3,2007,local used,automatic,"₦ 4,999,999"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Black,Acura,MDX Technology,2008,local used,automatic,"₦ 6,600,000"
Toyota Tacoma TRD Sport 2018 Gray,Toyota,Tacoma TRD,2018,foreign used,automatic,"₦ 41,000,000"
Lexus ES 350 2008 Brown,Lexus,ES 350,2008,local used,automatic,"₦ 9,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 70,000,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,"₦ 35,100,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2013 Silver,Toyota,RAV4 Limited,2013,foreign used,automatic,"₦ 13,700,000"
Mercedes-Benz Vito 2018 Black,Mercedes-Benz,Vito,2018,local used,automatic,"₦ 45,000,000"
Toyota Avensis 2005 Silver,Toyota,Avensis,2005,local used,manual,"₦ 3,380,000"
Honda Civic 2001 Black,Honda,Civic,2001,local used,automatic,"₦ 2,480,000"
Lexus RX 400h 2006 Gold,Lexus,RX 400h,2006,local used,automatic,"₦ 7,680,000"
Mercedes-Benz GLK-Class 350 SUV 2013 Gray,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 17,000,000"
Mitsubishi L200 2007 Black,Mitsubishi,L200,2007,local used,manual,"₦ 7,500,000"
Dodge Caliber 2008 Red,Dodge,Caliber,2008,local used,automatic,"₦ 4,000,000"
Toyota Corolla XSE (1.8L 4cyl 2A) 2019 Red,Toyota,Corolla XSE,2019,foreign used,automatic,"₦ 24,300,000"
Toyota Highlander 2013 White,Toyota,Highlander,2013,foreign used,automatic,"₦ 19,550,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 35,000,000"
Toyota Avalon XLE Premium 4dr Sedan (3.5L 6cyl 6A) 2015 White,Toyota,Avalon XLE,2015,local used,automatic,"₦ 18,500,000"
Toyota Corolla Liftback 2005 Blue,Toyota,Corolla Liftback,2005,local used,automatic,"₦ 6,900,000"
Toyota Camry XSE V6 4dr Sedan (3.5L 6cyl 6A) 2016 Black,Toyota,Camry XSE,2016,foreign used,automatic,"₦ 21,500,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry SE,2019,foreign used,automatic,"₦ 28,500,000"
BMW 528i 2014 Blue,BMW,528i,2014,foreign used,automatic,"₦ 26,900,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2013 Gray,Honda,Accord EX-L,2013,local used,automatic,"₦ 11,200,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Red,Toyota,Camry LE,2007,local used,automatic,"₦ 6,700,000"
Toyota Avalon 2007 Silver,Toyota,Avalon,2007,local used,automatic,"₦ 3,800,000"
Lexus RX 350 AWD 2022 Blue,Lexus,RX 350,2022,local used,automatic,"₦ 58,300,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,local used,automatic,"₦ 15,350,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes-Benz,C300 Luxury,2015,foreign used,automatic,"₦ 18,800,000"
Toyota Yaris SE Hatchback 5dr 2015 White,Toyota,Yaris SE,2015,foreign used,automatic,"₦ 14,950,000"
Subaru Outback 2.5i Premium 4dr Wagon AWD (2.5L 4cyl 6M) 2014 Gold,Subaru,Outback 2,2014,foreign used,automatic,"₦ 15,000,000"
Land Rover Range Rover Velar P250 S 4x4 2020 Gray,Land,Rover Range,2020,foreign used,automatic,"₦ 34,500,000"
Mercedes-Benz C300 2022 Black,Mercedes-Benz,C300,2022,foreign used,automatic,"₦ 85,000,000"
Hyundai Elantra 2013 Gray,Hyundai,Elantra,2013,foreign used,automatic,"₦ 10,800,000"
Honda CR-V EX-L 4dr SUV AWD (2.4L 4cyl CVT) 2015 Gray,Honda,CR-V EX-L,2015,foreign used,automatic,"₦ 20,500,000"
Toyota Highlander LE Plus 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gold,Toyota,Highlander LE,2015,foreign used,automatic,"₦ 26,500,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 12,350,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2011 Silver,Hyundai,Sonata Limited,2011,foreign used,automatic,"₦ 11,800,000"
Nissan X-Trail 2006 Silver,Nissan,X-Trail,2006,local used,automatic,"₦ 4,800,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,foreign used,automatic,"₦ 9,900,000"
Toyota Camry LE 2021 Black,Toyota,Camry LE,2021,foreign used,automatic,"₦ 25,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,Toyota,Camry LE,2008,foreign used,automatic,"₦ 8,600,000"
Lexus GX 460 2010 Black,Lexus,GX 460,2010,foreign used,automatic,"₦ 33,800,000"
Audi A5 2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8A),,,,local used,automatic,"₦ 18,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry SE,2016,foreign used,automatic,"₦ 18,300,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry LE,2015,foreign used,automatic,"₦ 14,800,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Toyota,Corolla S,2014,foreign used,automatic,"₦ 15,500,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Black,Toyota,Camry SE,2012,local used,automatic,"₦ 8,850,000"
Mercedes-Benz GLC-Class AMG GLC 43 AWD 2025 Gray,Mercedes-Benz,GLC-Class AMG,2025,foreign used,automatic,"₦ 168,000,000"
Toyota Camry 2.4 LE 2008 Black,Toyota,Camry 2,2008,local used,automatic,"₦ 5,800,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Gray,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 112,000,000"
